LMGL05030001,S-TGD-1-PA,"3-HSO3-Gal-alpha1-6-Man-beta1-2-Glc-alpha1-1-[2,3-di-O-phytanyl-sn-glycerol]-6-[phospho-2,3-di-O-phytanyl-sn-glycerol]",C104H205O26PS   ,1933.4178,Glycerolipids [GL],Glycosyldiradylglycerols [GL05],Glycosyldialkylglycerols [GL0503]
LMGL03016751,"TG(19:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:1(11Z))[iso6]","1-9Z-nonadecenoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-3-11Z-docosenoyl-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016758,"TG(19:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:0)[iso6]","1-9Z-nonadecenoyl-2-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-3-docosanoyl-sn-glycerol",C64H112O6   ,976.8459,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011721,"TG(17:1(9Z)/22:1(13Z)/22:3(10Z,13Z,16Z))[iso6]","1-(9Z-heptadecenoyl)-2-(13Z-docosenoyl)-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011722,"TG(17:2(9Z,12Z)/22:0/22:3(10Z,13Z,16Z))[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-docosanoyl-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011727,"TG(19:0/20:2(11Z,14Z)/22:3(10Z,13Z,16Z))[iso6]","1-nonadecanoyl-2-(11Z,14Z-eicosadienoyl)-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011774,"TG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/21:0)[iso6]","1-eicosanoyl-2-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-3-heneicosanoyl-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011775,"TG(20:1(11Z)/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6]","1-(11Z-eicosenoyl)-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-3-heneicosanoyl-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011776,"TG(20:2(11Z,14Z)/20:3(8Z,11Z,14Z)/21:0)[iso6]","1-(11Z,14Z-eicosadienoyl)-2-(8Z,11Z,14Z-eicosatrienoyl)-3-heneicosanoyl-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011779,"TG(19:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:0)[iso6]","1-nonadecanoyl-2-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-3-docosanoyl-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011787,"TG(19:0/20:4(5Z,8Z,11Z,14Z)/22:1(13Z))[iso6]","1-nonadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-3-(13Z-docosenoyl)-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011800,"TG(17:0/22:3(10Z,13Z,16Z)/22:2(13Z,16Z))[iso6]","1-heptadecanoyl-2-(10Z,13Z,16Z-docosatrienoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011811,"TG(17:0/22:1(13Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","1-heptadecanoyl-2-(13Z-docosenoyl)-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011812,"TG(17:1(9Z)/22:0/22:4(7Z,10Z,13Z,16Z))[iso6]","1-(9Z-heptadecenoyl)-2-docosanoyl-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011818,"TG(19:0/20:1(11Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","1-nonadecanoyl-2-(11Z-eicosenoyl)-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011822,"TG(17:0/22:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","1-heptadecanoyl-2-docosanoyl-3-(7Z,10Z,13Z,16Z,19Z-docosapentaenoyl)-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011829,"TG(19:0/20:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","1-nonadecanoyl-2-eicosanoyl-3-(7Z,10Z,13Z,16Z,19Z-docosapentaenoyl)-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011862,"TG(18:2(9Z,12Z)/21:0/22:3(10Z,13Z,16Z))[iso6]","1-(9Z,12Z-octadecadienoyl)-2-heneicosanoyl-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011869,"TG(17:2(9Z,12Z)/22:1(13Z)/22:2(13Z,16Z))[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-(13Z-docosenoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011874,"TG(19:0/20:3(8Z,11Z,14Z)/22:2(13Z,16Z))[iso6]","1-nonadecanoyl-2-(8Z,11Z,14Z-eicosatrienoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011933,"TG(17:1(9Z)/22:2(13Z,16Z)/22:2(13Z,16Z))[iso3]","1-(9Z-heptadecenoyl)-2,3-di-(13Z,16Z-docosadienoyl)-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011947,"TG(18:1(9Z)/21:0/22:4(7Z,10Z,13Z,16Z))[iso6]","1-(9Z-octadecenoyl)-2-heneicosanoyl-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011958,"TG(18:0/21:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]","1-octadecanoyl-2-heneicosanoyl-3-(7Z,10Z,13Z,16Z,19Z-docosapentaenoyl)-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03012000,"TG(18:3(9Z,12Z,15Z)/21:0/22:2(13Z,16Z))[iso6]","1-(9Z,12Z,15Z-octadecatrienoyl)-2-heneicosanoyl-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015976,"TG(17:0/22:1(11Z)/22:4(7Z,10Z,13Z,16Z))[iso6]","1-heptadecanoyl-2-11Z-docosenoyl-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015979,"TG(17:0/22:2(13Z,16Z)/22:3(10Z,13Z,16Z))[iso6]","1-heptadecanoyl-2-(13Z,16Z-docosadienoyl)-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016058,"TG(17:1(9Z)/22:1(11Z)/22:3(10Z,13Z,16Z))[iso6]","1-(9Z-heptadecenoyl)-2-11Z-docosenoyl-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016136,"TG(17:2(9Z,12Z)/22:1(11Z)/22:2(13Z,16Z))[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-11Z-docosenoyl-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016482,"TG(18:3(6Z,9Z,12Z)/21:0/22:2(13Z,16Z))[iso6]","1-(6Z,9Z,12Z-octadecatrienoyl)-2-heneicosanoyl-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016647,"TG(18:4(6Z,9Z,12Z,15Z)/21:0/22:1(11Z))[iso6]","1-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-2-heneicosanoyl-3-11Z-docosenoyl-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016692,"TG(19:0/20:4(5Z,8Z,11Z,14Z)/22:1(11Z))[iso6]","1-nonadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-3-11Z-docosenoyl-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016712,"TG(19:1(9Z)/20:0/22:4(7Z,10Z,13Z,16Z))[iso6]","1-9Z-nonadecenoyl-2-eicosanoyl-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016723,"TG(19:1(9Z)/20:1(11Z)/22:3(10Z,13Z,16Z))[iso6]","1-9Z-nonadecenoyl-2-(11Z-eicosenoyl)-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016733,"TG(19:1(9Z)/20:2(11Z,14Z)/22:2(13Z,16Z))[iso6]","1-9Z-nonadecenoyl-2-(11Z,14Z-eicosadienoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016742,"TG(19:1(9Z)/20:3(8Z,11Z,14Z)/22:1(11Z))[iso6]","1-9Z-nonadecenoyl-2-(8Z,11Z,14Z-eicosatrienoyl)-3-11Z-docosenoyl-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016750,"TG(19:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:0)[iso6]","1-9Z-nonadecenoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-3-docosanoyl-sn-glycerol",C64H114O6   ,978.8615,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011649,"TG(17:0/22:1(13Z)/22:3(10Z,13Z,16Z))[iso6]","1-heptadecanoyl-2-(13Z-docosenoyl)-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C64H116O6   ,980.8772,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011650,"TG(17:1(9Z)/22:0/22:3(10Z,13Z,16Z))[iso6]","1-(9Z-heptadecenoyl)-2-docosanoyl-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C64H116O6   ,980.8772,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011656,"TG(19:0/20:1(11Z)/22:3(10Z,13Z,16Z))[iso6]","1-nonadecanoyl-2-(11Z-eicosenoyl)-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C64H116O6   ,980.8772,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011703,"TG(20:0/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6]","1-eicosanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-3-heneicosanoyl-sn-glycerol",C64H116O6   ,980.8772,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011704,"TG(20:1(11Z)/20:3(8Z,11Z,14Z)/21:0)[iso6]","1-(11Z-eicosenoyl)-2-(8Z,11Z,14Z-eicosatrienoyl)-3-heneicosanoyl-sn-glycerol",C64H116O6   ,980.8772,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011705,"TG(20:2(11Z,14Z)/20:2(11Z,14Z)/21:0)[iso3]","1,2-di-(11Z,14Z-eicosadienoyl)-3-heneicosanoyl-sn-glycerol",C64H116O6   ,980.8772,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011709,"TG(19:0/20:4(5Z,8Z,11Z,14Z)/22:0)[iso6]","1-nonadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-3-docosanoyl-sn-glycerol",C64H116O6   ,980.8772,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011712,"TG(17:2(9Z,12Z)/22:1(13Z)/22:1(13Z))[iso3]","1-(9Z,12Z-heptadecadienoyl)-2,3-di-(13Z-docosenoyl)-sn-glycerol",C64H116O6   ,980.8772,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011717,"TG(19:0/20:3(8Z,11Z,14Z)/22:1(13Z))[iso6]","1-nonadecanoyl-2-(8Z,11Z,14Z-eicosatrienoyl)-3-(13Z-docosenoyl)-sn-glycerol",C64H116O6   ,980.8772,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011742,"TG(17:0/22:0/22:4(7Z,10Z,13Z,16Z))[iso6]","1-heptadecanoyl-2-docosanoyl-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C64H116O6   ,980.8772,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011749,"TG(19:0/20:0/22:4(7Z,10Z,13Z,16Z))[iso6]","1-nonadecanoyl-2-eicosanoyl-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C64H116O6   ,980.8772,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011793,"TG(18:1(9Z)/21:0/22:3(10Z,13Z,16Z))[iso6]","1-(9Z-octadecenoyl)-2-heneicosanoyl-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C64H116O6   ,980.8772,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011801,"TG(17:1(9Z)/22:1(13Z)/22:2(13Z,16Z))[iso6]","1-(9Z-heptadecenoyl)-2-(13Z-docosenoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C64H116O6   ,980.8772,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011802,"TG(17:2(9Z,12Z)/22:0/22:2(13Z,16Z))[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-docosanoyl-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C64H116O6   ,980.8772,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011807,"TG(19:0/20:2(11Z,14Z)/22:2(13Z,16Z))[iso6]","1-nonadecanoyl-2-(11Z,14Z-eicosadienoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C64H116O6   ,980.8772,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011854,"TG(18:3(9Z,12Z,15Z)/21:0/22:1(13Z))[iso6]","1-(9Z,12Z,15Z-octadecatrienoyl)-2-heneicosanoyl-3-(13Z-docosenoyl)-sn-glycerol",C64H116O6   ,980.8772,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011867,"TG(17:0/22:2(13Z,16Z)/22:2(13Z,16Z))[iso3]","1-heptadecanoyl-2,3-di-(13Z,16Z-docosadienoyl)-sn-glycerol",C64H116O6   ,980.8772,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011882,"TG(18:0/21:0/22:4(7Z,10Z,13Z,16Z))[iso6]","1-octadecanoyl-2-heneicosanoyl-3-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycerol",C64H116O6   ,980.8772,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011937,"TG(18:2(9Z,12Z)/21:0/22:2(13Z,16Z))[iso6]","1-(9Z,12Z-octadecadienoyl)-2-heneicosanoyl-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C64H116O6   ,980.8772,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03013020,"TG(17:2(9Z,12Z)/22:1(11Z)/22:1(11Z))[iso3]","1-(9Z,12Z-heptadecadienoyl)-2,3-di11Z-docosenoyl-sn-glycerol",C64H116O6   ,980.8772,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015975,"TG(17:0/22:1(11Z)/22:3(10Z,13Z,16Z))[iso6]","1-heptadecanoyl-2-11Z-docosenoyl-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C64H116O6   ,980.8772,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016057,"TG(17:1(9Z)/22:1(11Z)/22:2(13Z,16Z))[iso6]","1-(9Z-heptadecenoyl)-2-11Z-docosenoyl-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C64H116O6   ,980.8772,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016481,"TG(18:3(6Z,9Z,12Z)/21:0/22:1(11Z))[iso6]","1-(6Z,9Z,12Z-octadecatrienoyl)-2-heneicosanoyl-3-11Z-docosenoyl-sn-glycerol",C64H116O6   ,980.8772,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016546,"TG(18:3(9Z,12Z,15Z)/21:0/22:1(11Z))[iso6]","1-(9Z,12Z,15Z-octadecatrienoyl)-2-heneicosanoyl-3-11Z-docosenoyl-sn-glycerol",C64H116O6   ,980.8772,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016646,"TG(18:4(6Z,9Z,12Z,15Z)/21:0/22:0)[iso6]","1-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-2-heneicosanoyl-3-docosanoyl-sn-glycerol",C64H116O6   ,980.8772,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016691,"TG(19:0/20:3(8Z,11Z,14Z)/22:1(11Z))[iso6]","1-nonadecanoyl-2-(8Z,11Z,14Z-eicosatrienoyl)-3-11Z-docosenoyl-sn-glycerol",C64H116O6   ,980.8772,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016711,"TG(19:1(9Z)/20:0/22:3(10Z,13Z,16Z))[iso6]","1-9Z-nonadecenoyl-2-eicosanoyl-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C64H116O6   ,980.8772,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016722,"TG(19:1(9Z)/20:1(11Z)/22:2(13Z,16Z))[iso6]","1-9Z-nonadecenoyl-2-(11Z-eicosenoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C64H116O6   ,980.8772,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016732,"TG(19:1(9Z)/20:2(11Z,14Z)/22:1(11Z))[iso6]","1-9Z-nonadecenoyl-2-(11Z,14Z-eicosadienoyl)-3-11Z-docosenoyl-sn-glycerol",C64H116O6   ,980.8772,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016741,"TG(19:1(9Z)/20:3(8Z,11Z,14Z)/22:0)[iso6]","1-9Z-nonadecenoyl-2-(8Z,11Z,14Z-eicosatrienoyl)-3-docosanoyl-sn-glycerol",C64H116O6   ,980.8772,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011577,"TG(17:0/22:0/22:3(10Z,13Z,16Z))[iso6]","1-heptadecanoyl-2-docosanoyl-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C64H118O6   ,982.8928,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011584,"TG(19:0/20:0/22:3(10Z,13Z,16Z))[iso6]","1-nonadecanoyl-2-eicosanoyl-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C64H118O6   ,982.8928,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011631,"TG(20:0/20:3(8Z,11Z,14Z)/21:0)[iso6]","1-eicosanoyl-2-(8Z,11Z,14Z-eicosatrienoyl)-3-heneicosanoyl-sn-glycerol",C64H118O6   ,982.8928,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011632,"TG(20:1(11Z)/20:2(11Z,14Z)/21:0)[iso6]","1-(11Z-eicosenoyl)-2-(11Z,14Z-eicosadienoyl)-3-heneicosanoyl-sn-glycerol",C64H118O6   ,982.8928,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011637,"TG(19:0/20:3(8Z,11Z,14Z)/22:0)[iso6]","1-nonadecanoyl-2-(8Z,11Z,14Z-eicosatrienoyl)-3-docosanoyl-sn-glycerol",C64H118O6   ,982.8928,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011640,TG(17:1(9Z)/22:1(13Z)/22:1(13Z))[iso3],"1-(9Z-heptadecenoyl)-2,3-di-(13Z-docosenoyl)-sn-glycerol",C64H118O6   ,982.8928,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011641,"TG(17:2(9Z,12Z)/22:0/22:1(13Z))[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-docosanoyl-3-(13Z-docosenoyl)-sn-glycerol",C64H118O6   ,982.8928,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011646,"TG(19:0/20:2(11Z,14Z)/22:1(13Z))[iso6]","1-nonadecanoyl-2-(11Z,14Z-eicosadienoyl)-3-(13Z-docosenoyl)-sn-glycerol",C64H118O6   ,982.8928,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011723,"TG(18:0/21:0/22:3(10Z,13Z,16Z))[iso6]","1-octadecanoyl-2-heneicosanoyl-3-(10Z,13Z,16Z-docosatrienoyl)-sn-glycerol",C64H118O6   ,982.8928,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011731,"TG(17:0/22:1(13Z)/22:2(13Z,16Z))[iso6]","1-heptadecanoyl-2-(13Z-docosenoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C64H118O6   ,982.8928,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011732,"TG(17:1(9Z)/22:0/22:2(13Z,16Z))[iso6]","1-(9Z-heptadecenoyl)-2-docosanoyl-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C64H118O6   ,982.8928,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011738,"TG(19:0/20:1(11Z)/22:2(13Z,16Z))[iso6]","1-nonadecanoyl-2-(11Z-eicosenoyl)-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C64H118O6   ,982.8928,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011778,"TG(18:3(9Z,12Z,15Z)/21:0/22:0)[iso6]","1-(9Z,12Z,15Z-octadecatrienoyl)-2-heneicosanoyl-3-docosanoyl-sn-glycerol",C64H118O6   ,982.8928,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011785,"TG(18:2(9Z,12Z)/21:0/22:1(13Z))[iso6]","1-(9Z,12Z-octadecadienoyl)-2-heneicosanoyl-3-(13Z-docosenoyl)-sn-glycerol",C64H118O6   ,982.8928,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03011871,"TG(18:1(9Z)/21:0/22:2(13Z,16Z))[iso6]","1-(9Z-octadecenoyl)-2-heneicosanoyl-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C64H118O6   ,982.8928,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03013012,TG(17:1(9Z)/22:1(11Z)/22:1(11Z))[iso3],"1-(9Z-heptadecenoyl)-2,3-di11Z-docosenoyl-sn-glycerol",C64H118O6   ,982.8928,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03015974,"TG(17:0/22:1(11Z)/22:2(13Z,16Z))[iso6]","1-heptadecanoyl-2-11Z-docosenoyl-3-(13Z,16Z-docosadienoyl)-sn-glycerol",C64H118O6   ,982.8928,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016135,"TG(17:2(9Z,12Z)/22:0/22:1(11Z))[iso6]","1-(9Z,12Z-heptadecadienoyl)-2-docosanoyl-3-11Z-docosenoyl-sn-glycerol",C64H118O6   ,982.8928,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016347,"TG(18:2(9Z,12Z)/21:0/22:1(11Z))[iso6]","1-(9Z,12Z-octadecadienoyl)-2-heneicosanoyl-3-11Z-docosenoyl-sn-glycerol",C64H118O6   ,982.8928,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016480,"TG(18:3(6Z,9Z,12Z)/21:0/22:0)[iso6]","1-(6Z,9Z,12Z-octadecatrienoyl)-2-heneicosanoyl-3-docosanoyl-sn-glycerol",C64H118O6   ,982.8928,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
LMGL03016690,"TG(19:0/20:2(11Z,14Z)/22:1(11Z))[iso6]","1-nonadecanoyl-2-(11Z,14Z-eicosadienoyl)-3-11Z-docosenoyl-sn-glycerol",C64H118O6   ,982.8928,Glycerolipids [GL],Triradylglycerols [GL03],Triacylglycerols [GL0301]
